Cust_num,Region,Age,Order Quantity,Customer_Type,Improvement Area,Overall_Satisfaction
964,SOUTH,44,23,Non_Prime,Product Quality,Dis Satisfied
965,NORTH,50,28,Non_Prime,Product Quality,Dis Satisfied
966,WEST,68,18,Prime,Product Quality,Dis Satisfied
967,WEST,38,30,Prime,Website UI,Satisfied
968,WEST,36,35,Non_Prime,Website UI,Dis Satisfied
969,EAST,37,52,Non_Prime,Website UI,Satisfied
970,WEST,24,41,Prime,Packing & Shipping,Satisfied
971,WEST,49,19,Prime,Website UI,Dis Satisfied
972,WEST,62,13,Prime,Packing & Shipping,Dis Satisfied
973,SOUTH,39,29,Non_Prime,Packing & Shipping,Dis Satisfied
974,EAST,55,19,Non_Prime,Packing & Shipping,Dis Satisfied
975,WEST,55,6,Prime,Product Quality,Dis Satisfied
976,NORTH,58,15,Prime,Website UI,Dis Satisfied
977,NORTH,24,38,Prime,Product Quality,Satisfied
978,EAST,32,50,Prime,Packing & Shipping,Satisfied
979,SOUTH,31,98,Prime,Product Quality,Satisfied
980,NORTH,66,16,Non_Prime,Website UI,Dis Satisfied
981,SOUTH,35,86,Non_Prime,Website UI,Satisfied
982,WEST,57,14,Non_Prime,Website UI,Dis Satisfied
983,WEST,28,58,Prime,Product Quality,Satisfied
984,WEST,61,22,Non_Prime,Product Quality,Dis Satisfied
985,WEST,52,15,Non_Prime,Packing & Shipping,Dis Satisfied
986,WEST,50,38,Non_Prime,Product Quality,Dis Satisfied
987,NORTH,19,37,Prime,Product Quality,Satisfied
988,SOUTH,52,22,Prime,Product Quality,Dis Satisfied
989,SOUTH,58,12,Prime,Product Quality,Dis Satisfied
990,EAST,45,71,Prime,Website UI,Satisfied
991,NORTH,70,5,Non_Prime,Product Quality,Dis Satisfied
992,EAST,23,98,Non_Prime,Website UI,Satisfied
993,WEST,49,10,Non_Prime,Packing & Shipping,Dis Satisfied
994,NORTH,39,8,Prime,Website UI,Dis Satisfied
995,SOUTH,31,62,Prime,Product Quality,Satisfied
996,SOUTH,21,61,Prime,Packing & Shipping,Satisfied
997,WEST,27,77,Prime,Packing & Shipping,Satisfied
998,EAST,42,95,Prime,Website UI,Satisfied
999,SOUTH,60,26,Non_Prime,Product Quality,Dis Satisfied
1000,NORTH,36,40,Non_Prime,Website UI,Dis Satisfied
1001,SOUTH,66,12,Prime,Product Quality,Dis Satisfied
1002,WEST,41,32,Non_Prime,Packing & Shipping,Dis Satisfied
1003,WEST,38,26,Prime,Product Quality,Dis Satisfied
1004,NORTH,42,67,Prime,Website UI,Satisfied
1005,WEST,19,73,Prime,Website UI,Satisfied
1006,SOUTH,41,30,Non_Prime,Packing & Shipping,Satisfied
1007,WEST,54,30,Non_Prime,Packing & Shipping,Dis Satisfied
1008,WEST,70,32,Non_Prime,Packing & Shipping,Dis Satisfied
1009,SOUTH,70,19,Prime,Product Quality,Dis Satisfied
1010,NORTH,30,14,Non_Prime,Product Quality,Dis Satisfied
1011,NORTH,69,13,Prime,Product Quality,Dis Satisfied
1012,WEST,36,13,Non_Prime,Packing & Shipping,Dis Satisfied
1013,NORTH,36,32,Non_Prime,Website UI,Dis Satisfied
1014,SOUTH,59,16,Prime,Website UI,Dis Satisfied
1015,WEST,62,39,Prime,Website UI,Dis Satisfied
1016,NORTH,43,65,Prime,Product Quality,Satisfied
1017,SOUTH,42,29,Non_Prime,Website UI,Dis Satisfied
1018,SOUTH,27,55,Non_Prime,Product Quality,Satisfied
1019,EAST,38,37,Non_Prime,Website UI,Satisfied
1020,WEST,37,93,Prime,Website UI,Satisfied
1021,EAST,18,44,Prime,Packing & Shipping,Satisfied
1022,NORTH,59,26,Non_Prime,Product Quality,Dis Satisfied
1023,EAST,37,22,Non_Prime,Product Quality,Dis Satisfied
1024,EAST,18,57,Prime,Packing & Shipping,Satisfied
1025,NORTH,23,82,Prime,Packing & Shipping,Satisfied
1026,SOUTH,43,86,Prime,Packing & Shipping,Satisfied
1027,WEST,51,36,Prime,Website UI,Dis Satisfied
1028,NORTH,34,36,Non_Prime,Website UI,Dis Satisfied
1029,WEST,26,65,Prime,Product Quality,Satisfied
1030,WEST,53,33,Prime,Product Quality,Dis Satisfied
1031,NORTH,38,70,Prime,Website UI,Satisfied
1032,SOUTH,64,22,Non_Prime,Packing & Shipping,Dis Satisfied
1033,EAST,35,93,Prime,Website UI,Satisfied
1034,NORTH,30,38,Non_Prime,Packing & Shipping,Dis Satisfied
1035,SOUTH,31,29,Prime,Packing & Shipping,Dis Satisfied
1036,NORTH,31,23,Non_Prime,Product Quality,Dis Satisfied
1037,WEST,31,83,Non_Prime,Website UI,Satisfied
1038,WEST,32,37,Non_Prime,Packing & Shipping,Dis Satisfied
1039,WEST,43,36,Non_Prime,Website UI,Dis Satisfied
1040,NORTH,51,13,Non_Prime,Packing & Shipping,Dis Satisfied
1041,SOUTH,63,16,Non_Prime,Packing & Shipping,Dis Satisfied
1042,SOUTH,36,44,Prime,Product Quality,Satisfied
1043,NORTH,70,20,Non_Prime,Packing & Shipping,Dis Satisfied
1044,SOUTH,32,47,Prime,Product Quality,Satisfied
1045,NORTH,23,30,Prime,Product Quality,Satisfied
1046,NORTH,44,31,Prime,Product Quality,Satisfied
1047,NORTH,33,29,Non_Prime,Website UI,Dis Satisfied
1048,NORTH,45,37,Non_Prime,Website UI,Satisfied
1049,WEST,31,21,Non_Prime,Product Quality,Dis Satisfied
1050,NORTH,30,20,Non_Prime,Product Quality,Dis Satisfied
1051,EAST,70,11,Non_Prime,Packing & Shipping,Dis Satisfied
1052,NORTH,60,23,Prime,Packing & Shipping,Dis Satisfied
1053,SOUTH,20,80,Prime,Product Quality,Satisfied
1054,NORTH,36,94,Prime,Product Quality,Satisfied
1055,WEST,39,69,Non_Prime,Website UI,Satisfied
1056,SOUTH,44,80,Prime,Website UI,Satisfied
1057,WEST,34,32,Prime,Packing & Shipping,Satisfied
1058,EAST,30,82,Non_Prime,Website UI,Satisfied
1059,WEST,56,6,Non_Prime,Product Quality,Dis Satisfied
1060,WEST,38,91,Prime,Product Quality,Satisfied
1061,NORTH,32,45,Non_Prime,Packing & Shipping,Satisfied
1062,SOUTH,44,77,Prime,Packing & Shipping,Satisfied
1063,WEST,44,34,Non_Prime,Product Quality,Satisfied
1064,WEST,67,21,Non_Prime,Packing & Shipping,Dis Satisfied
1065,SOUTH,69,13,Prime,Product Quality,Dis Satisfied
1066,SOUTH,33,64,Prime,Packing & Shipping,Satisfied
1067,NORTH,54,20,Prime,Website UI,Dis Satisfied
1068,WEST,37,31,Non_Prime,Packing & Shipping,Dis Satisfied
1069,NORTH,25,80,Prime,Packing & Shipping,Satisfied
1070,NORTH,59,9,Non_Prime,Website UI,Dis Satisfied
1071,SOUTH,39,12,Prime,Website UI,Dis Satisfied
1072,SOUTH,34,66,Non_Prime,Website UI,Satisfied
1073,NORTH,53,33,Prime,Website UI,Dis Satisfied
1074,NORTH,27,95,Prime,Product Quality,Satisfied
1075,WEST,42,5,Non_Prime,Product Quality,Dis Satisfied
1076,SOUTH,24,32,Prime,Packing & Shipping,Satisfied
1077,SOUTH,34,79,Prime,Product Quality,Satisfied
1078,EAST,28,90,Prime,Website UI,Satisfied
1079,EAST,21,62,Prime,Packing & Shipping,Satisfied
1080,SOUTH,21,79,Non_Prime,Website UI,Satisfied
1081,WEST,65,11,Non_Prime,Website UI,Dis Satisfied
1082,WEST,57,40,Prime,Packing & Shipping,Dis Satisfied
1083,SOUTH,38,84,Prime,Website UI,Satisfied
1084,WEST,22,40,Prime,Packing & Shipping,Satisfied
1085,NORTH,46,37,Non_Prime,Product Quality,Dis Satisfied
1086,NORTH,42,82,Prime,Packing & Shipping,Satisfied
1087,SOUTH,60,32,Non_Prime,Packing & Shipping,Dis Satisfied
1088,NORTH,31,26,Non_Prime,Packing & Shipping,Dis Satisfied
1089,NORTH,57,39,Prime,Product Quality,Dis Satisfied
1090,NORTH,18,46,Prime,Packing & Shipping,Satisfied
1091,NORTH,56,6,Prime,Product Quality,Dis Satisfied
1092,SOUTH,57,35,Non_Prime,Packing & Shipping,Dis Satisfied
1093,WEST,38,50,Prime,Website UI,Satisfied
1094,WEST,29,51,Prime,Website UI,Satisfied
1095,SOUTH,28,67,Non_Prime,Packing & Shipping,Satisfied
1096,WEST,55,26,Prime,Product Quality,Dis Satisfied
1097,EAST,36,82,Non_Prime,Product Quality,Satisfied
1098,SOUTH,18,78,Non_Prime,Product Quality,Satisfied
1099,EAST,68,38,Non_Prime,Packing & Shipping,Dis Satisfied
1100,SOUTH,47,20,Prime,Product Quality,Dis Satisfied
1101,EAST,28,53,Prime,Product Quality,Satisfied
1102,WEST,30,94,Prime,Product Quality,Satisfied
1103,WEST,23,31,Non_Prime,Packing & Shipping,Satisfied
1104,WEST,22,77,Prime,Website UI,Satisfied
1105,SOUTH,25,69,Non_Prime,Packing & Shipping,Satisfied
1106,WEST,60,21,Non_Prime,Website UI,Dis Satisfied
1107,NORTH,30,19,Non_Prime,Website UI,Dis Satisfied
1108,EAST,62,12,Prime,Product Quality,Dis Satisfied
1109,SOUTH,27,55,Prime,Website UI,Satisfied
1110,SOUTH,50,12,Non_Prime,Packing & Shipping,Dis Satisfied
1111,NORTH,67,35,Prime,Website UI,Dis Satisfied
1112,NORTH,36,91,Prime,Packing & Shipping,Satisfied
1113,WEST,45,62,Prime,Packing & Shipping,Satisfied
1114,WEST,69,5,Prime,Website UI,Dis Satisfied
1115,NORTH,70,35,Prime,Packing & Shipping,Dis Satisfied
1116,EAST,56,20,Prime,Product Quality,Dis Satisfied
1117,NORTH,26,70,Prime,Website UI,Satisfied
1118,SOUTH,48,16,Prime,Packing & Shipping,Dis Satisfied
1119,WEST,70,23,Non_Prime,Website UI,Dis Satisfied
1120,SOUTH,65,20,Non_Prime,Website UI,Dis Satisfied
1121,EAST,43,58,Prime,Website UI,Satisfied
1122,SOUTH,28,41,Prime,Website UI,Satisfied
1123,NORTH,18,80,Non_Prime,Product Quality,Satisfied
1124,EAST,48,16,Non_Prime,Website UI,Dis Satisfied
1125,NORTH,43,25,Non_Prime,Product Quality,Dis Satisfied
1126,NORTH,37,35,Prime,Product Quality,Satisfied
1127,NORTH,34,41,Prime,Website UI,Satisfied
1128,SOUTH,53,23,Non_Prime,Product Quality,Dis Satisfied
1129,NORTH,39,56,Prime,Website UI,Satisfied
1130,WEST,38,87,Prime,Product Quality,Satisfied
1131,NORTH,45,60,Prime,Product Quality,Satisfied
1132,EAST,52,35,Prime,Product Quality,Dis Satisfied
1133,WEST,42,18,Non_Prime,Product Quality,Dis Satisfied
1134,SOUTH,25,38,Prime,Packing & Shipping,Satisfied
1135,NORTH,39,8,Non_Prime,Product Quality,Dis Satisfied
1136,SOUTH,48,37,Non_Prime,Product Quality,Dis Satisfied
1137,WEST,57,13,Prime,Website UI,Dis Satisfied
1138,EAST,39,49,Prime,Website UI,Satisfied
1139,EAST,70,37,Non_Prime,Product Quality,Dis Satisfied
1140,WEST,20,86,Prime,Product Quality,Satisfied
1141,EAST,44,37,Prime,Website UI,Dis Satisfied
1142,SOUTH,57,36,Prime,Product Quality,Dis Satisfied
1143,WEST,32,44,Non_Prime,Product Quality,Satisfied
1144,SOUTH,24,53,Prime,Packing & Shipping,Satisfied
1145,WEST,62,19,Prime,Product Quality,Dis Satisfied
1146,NORTH,44,40,Non_Prime,Packing & Shipping,Dis Satisfied
1147,EAST,41,37,Prime,Website UI,Dis Satisfied
1148,WEST,66,16,Non_Prime,Website UI,Dis Satisfied
1149,SOUTH,29,85,Prime,Product Quality,Satisfied
1150,NORTH,22,75,Prime,Packing & Shipping,Satisfied
1151,SOUTH,29,65,Non_Prime,Website UI,Satisfied
1152,EAST,44,65,Non_Prime,Packing & Shipping,Satisfied
1153,WEST,40,10,Non_Prime,Packing & Shipping,Dis Satisfied
1154,NORTH,43,23,Non_Prime,Website UI,Dis Satisfied
1155,EAST,70,36,Non_Prime,Website UI,Dis Satisfied
1156,WEST,45,36,Non_Prime,Website UI,Satisfied
1157,EAST,34,36,Prime,Product Quality,Satisfied
1158,SOUTH,41,98,Prime,Website UI,Satisfied
1159,NORTH,35,30,Prime,Packing & Shipping,Dis Satisfied
1160,SOUTH,35,69,Prime,Packing & Shipping,Satisfied
1161,WEST,25,45,Prime,Product Quality,Satisfied
1162,WEST,26,55,Prime,Website UI,Satisfied
1163,NORTH,29,68,Prime,Website UI,Satisfied
1164,WEST,50,20,Non_Prime,Packing & Shipping,Dis Satisfied
1165,WEST,49,38,Non_Prime,Website UI,Dis Satisfied
1166,NORTH,31,67,Prime,Website UI,Satisfied
1167,NORTH,50,14,Non_Prime,Product Quality,Dis Satisfied
1168,WEST,33,38,Non_Prime,Packing & Shipping,Dis Satisfied
1169,SOUTH,41,35,Prime,Website UI,Satisfied
1170,NORTH,42,33,Non_Prime,Website UI,Dis Satisfied
1171,NORTH,30,23,Non_Prime,Product Quality,Dis Satisfied
1172,SOUTH,39,38,Prime,Website UI,Dis Satisfied
1173,SOUTH,18,64,Non_Prime,Product Quality,Satisfied
1174,SOUTH,46,12,Non_Prime,Packing & Shipping,Dis Satisfied
1175,NORTH,44,22,Prime,Packing & Shipping,Dis Satisfied
1176,SOUTH,67,36,Non_Prime,Website UI,Dis Satisfied
1177,WEST,32,57,Prime,Packing & Shipping,Satisfied
1178,WEST,18,49,Prime,Packing & Shipping,Satisfied
1179,NORTH,19,87,Prime,Product Quality,Satisfied
1180,EAST,69,7,Non_Prime,Packing & Shipping,Dis Satisfied
1181,WEST,42,36,Prime,Product Quality,Dis Satisfied
1182,SOUTH,32,98,Prime,Packing & Shipping,Satisfied
1183,WEST,22,36,Non_Prime,Product Quality,Satisfied
1184,EAST,70,7,Prime,Product Quality,Dis Satisfied
1185,EAST,56,11,Prime,Product Quality,Dis Satisfied
1186,SOUTH,70,23,Prime,Website UI,Dis Satisfied
1187,SOUTH,33,99,Prime,Product Quality,Satisfied
1188,NORTH,62,20,Non_Prime,Product Quality,Dis Satisfied
1189,NORTH,45,27,Non_Prime,Website UI,Dis Satisfied
1190,SOUTH,19,81,Prime,Product Quality,Satisfied
1191,NORTH,36,14,Prime,Packing & Shipping,Dis Satisfied
1192,NORTH,55,13,Non_Prime,Website UI,Dis Satisfied
1193,WEST,20,83,Prime,Website UI,Satisfied
1194,SOUTH,37,43,Non_Prime,Website UI,Satisfied
1195,SOUTH,23,74,Prime,Packing & Shipping,Satisfied
1196,SOUTH,54,26,Non_Prime,Product Quality,Dis Satisfied
1197,WEST,29,50,Prime,Website UI,Satisfied
1198,NORTH,69,37,Prime,Website UI,Dis Satisfied
1199,WEST,39,70,Prime,Packing & Shipping,Satisfied
1200,NORTH,50,8,Non_Prime,Website UI,Dis Satisfied
1201,WEST,70,10,Non_Prime,Product Quality,Dis Satisfied
1202,NORTH,25,96,Prime,Packing & Shipping,Satisfied
1203,NORTH,53,21,Prime,Packing & Shipping,Dis Satisfied
1204,SOUTH,27,91,Prime,Website UI,Satisfied
1205,NORTH,23,88,Non_Prime,Packing & Shipping,Satisfied
1206,NORTH,39,47,Prime,Packing & Shipping,Satisfied
1207,SOUTH,31,77,Prime,Packing & Shipping,Satisfied
1208,SOUTH,42,64,Prime,Website UI,Satisfied
1209,SOUTH,24,45,Non_Prime,Packing & Shipping,Satisfied
1210,SOUTH,22,86,Prime,Product Quality,Satisfied
1211,WEST,22,94,Prime,Packing & Shipping,Satisfied
1212,EAST,23,47,Prime,Website UI,Satisfied
1213,SOUTH,29,49,Prime,Product Quality,Satisfied
1214,WEST,39,26,Non_Prime,Packing & Shipping,Dis Satisfied
1215,NORTH,61,26,Non_Prime,Product Quality,Dis Satisfied
1216,EAST,61,23,Non_Prime,Packing & Shipping,Dis Satisfied
1217,SOUTH,41,28,Prime,Product Quality,Dis Satisfied
1218,EAST,31,67,Prime,Packing & Shipping,Satisfied
1219,WEST,34,25,Prime,Packing & Shipping,Dis Satisfied
1220,NORTH,43,72,Prime,Website UI,Satisfied
1221,NORTH,30,48,Prime,Product Quality,Satisfied
1222,WEST,43,14,Prime,Packing & Shipping,Dis Satisfied
1223,NORTH,69,21,Non_Prime,Product Quality,Dis Satisfied
1224,NORTH,41,93,Prime,Packing & Shipping,Satisfied
1225,WEST,35,46,Non_Prime,Packing & Shipping,Satisfied
1226,SOUTH,21,95,Prime,Website UI,Satisfied
1227,SOUTH,63,24,Non_Prime,Website UI,Dis Satisfied
1228,NORTH,24,58,Prime,Packing & Shipping,Satisfied
1229,SOUTH,70,35,Non_Prime,Product Quality,Dis Satisfied
1230,NORTH,52,24,Non_Prime,Packing & Shipping,Dis Satisfied
1231,WEST,70,13,Prime,Product Quality,Dis Satisfied
1232,NORTH,57,21,Prime,Product Quality,Dis Satisfied
1233,EAST,43,61,Non_Prime,Product Quality,Satisfied
1234,NORTH,42,8,Non_Prime,Product Quality,Dis Satisfied
1235,WEST,28,96,Prime,Packing & Shipping,Satisfied
1236,WEST,45,73,Prime,Packing & Shipping,Satisfied
1237,EAST,62,32,Prime,Packing & Shipping,Dis Satisfied
1238,SOUTH,40,93,Prime,Packing & Shipping,Satisfied
1239,WEST,70,29,Non_Prime,Packing & Shipping,Dis Satisfied
1240,SOUTH,32,62,Prime,Website UI,Satisfied
1241,NORTH,67,32,Non_Prime,Packing & Shipping,Dis Satisfied
1242,EAST,65,19,Non_Prime,Website UI,Dis Satisfied
1243,NORTH,21,85,Prime,Packing & Shipping,Satisfied
1244,EAST,38,82,Prime,Website UI,Satisfied
1245,WEST,63,29,Non_Prime,Packing & Shipping,Dis Satisfied
1246,WEST,69,8,Non_Prime,Packing & Shipping,Dis Satisfied
1247,SOUTH,45,14,Non_Prime,Packing & Shipping,Dis Satisfied
1248,SOUTH,31,54,Prime,Packing & Shipping,Satisfied
1249,WEST,54,8,Prime,Product Quality,Dis Satisfied
1250,SOUTH,58,15,Non_Prime,Website UI,Dis Satisfied
1251,EAST,57,36,Prime,Product Quality,Dis Satisfied
1252,SOUTH,46,39,Prime,Packing & Shipping,Dis Satisfied
1253,WEST,41,51,Prime,Product Quality,Satisfied
1254,SOUTH,43,51,Prime,Product Quality,Satisfied
1255,EAST,38,95,Prime,Product Quality,Satisfied
1256,SOUTH,32,19,Non_Prime,Website UI,Dis Satisfied
1257,SOUTH,56,16,Prime,Packing & Shipping,Dis Satisfied
1258,EAST,40,87,Prime,Website UI,Satisfied
1259,NORTH,41,10,Non_Prime,Website UI,Dis Satisfied
1260,EAST,58,36,Prime,Product Quality,Dis Satisfied
1261,NORTH,22,83,Prime,Product Quality,Satisfied
1262,NORTH,45,50,Prime,Product Quality,Satisfied
1263,WEST,36,68,Prime,Website UI,Satisfied
1264,WEST,27,69,Prime,Website UI,Satisfied
1265,WEST,36,36,Prime,Website UI,Satisfied
1266,WEST,62,27,Non_Prime,Website UI,Dis Satisfied
1267,SOUTH,42,36,Prime,Packing & Shipping,Satisfied
1268,WEST,23,94,Prime,Product Quality,Satisfied
1269,NORTH,30,81,Prime,Packing & Shipping,Satisfied
1270,WEST,32,21,Prime,Product Quality,Dis Satisfied
1271,SOUTH,22,84,Non_Prime,Packing & Shipping,Satisfied
1272,NORTH,35,10,Non_Prime,Product Quality,Dis Satisfied
1273,SOUTH,61,38,Non_Prime,Product Quality,Dis Satisfied
1274,WEST,32,13,Non_Prime,Website UI,Dis Satisfied
1275,EAST,20,53,Prime,Website UI,Satisfied
1276,WEST,46,9,Non_Prime,Packing & Shipping,Dis Satisfied
1277,SOUTH,23,44,Prime,Website UI,Satisfied
1278,SOUTH,25,69,Prime,Website UI,Satisfied
1279,NORTH,48,13,Non_Prime,Website UI,Dis Satisfied
1280,SOUTH,66,35,Prime,Product Quality,Dis Satisfied
1281,WEST,45,75,Non_Prime,Product Quality,Satisfied
1282,EAST,37,48,Prime,Packing & Shipping,Satisfied
1283,EAST,37,93,Non_Prime,Product Quality,Satisfied
1284,NORTH,31,26,Prime,Packing & Shipping,Dis Satisfied
1285,EAST,28,49,Prime,Website UI,Satisfied
1286,SOUTH,20,84,Prime,Website UI,Satisfied
1287,WEST,61,21,Non_Prime,Website UI,Dis Satisfied
1288,WEST,41,38,Prime,Website UI,Dis Satisfied
1289,SOUTH,22,82,Non_Prime,Product Quality,Satisfied
1290,NORTH,45,94,Non_Prime,Packing & Shipping,Satisfied
1291,SOUTH,52,16,Non_Prime,Packing & Shipping,Dis Satisfied
1292,NORTH,68,21,Prime,Website UI,Dis Satisfied
1293,SOUTH,24,55,Prime,Website UI,Satisfied
1294,WEST,33,25,Non_Prime,Website UI,Dis Satisfied
1295,EAST,65,32,Non_Prime,Packing & Shipping,Dis Satisfied
1296,WEST,32,30,Prime,Packing & Shipping,Dis Satisfied
1297,WEST,51,40,Non_Prime,Website UI,Dis Satisfied
1298,WEST,38,34,Prime,Website UI,Dis Satisfied
1299,WEST,39,83,Non_Prime,Packing & Shipping,Satisfied
1300,WEST,55,36,Non_Prime,Website UI,Dis Satisfied
1301,WEST,41,40,Prime,Website UI,Satisfied
1302,NORTH,62,26,Non_Prime,Product Quality,Dis Satisfied
1303,WEST,44,25,Non_Prime,Website UI,Dis Satisfied
1304,EAST,44,71,Prime,Packing & Shipping,Satisfied
1305,WEST,33,98,Prime,Product Quality,Satisfied
1306,EAST,44,24,Prime,Product Quality,Dis Satisfied
1307,NORTH,19,33,Non_Prime,Packing & Shipping,Satisfied
1308,EAST,31,27,Non_Prime,Packing & Shipping,Dis Satisfied
1309,NORTH,67,27,Non_Prime,Website UI,Dis Satisfied
1310,NORTH,31,80,Prime,Packing & Shipping,Satisfied
1311,SOUTH,39,60,Non_Prime,Website UI,Satisfied
1312,WEST,24,31,Prime,Product Quality,Satisfied
1313,WEST,43,29,Non_Prime,Website UI,Dis Satisfied
1314,WEST,43,8,Non_Prime,Packing & Shipping,Dis Satisfied
1315,SOUTH,25,85,Prime,Packing & Shipping,Satisfied
1316,WEST,38,32,Non_Prime,Website UI,Satisfied
1317,NORTH,50,37,Prime,Product Quality,Dis Satisfied
1318,SOUTH,25,49,Prime,Packing & Shipping,Satisfied
1319,NORTH,23,33,Prime,Product Quality,Satisfied
1320,WEST,58,7,Non_Prime,Product Quality,Dis Satisfied
1321,SOUTH,38,48,Non_Prime,Website UI,Satisfied
1322,EAST,68,13,Prime,Product Quality,Dis Satisfied
1323,EAST,70,21,Prime,Packing & Shipping,Dis Satisfied
1324,WEST,39,32,Non_Prime,Packing & Shipping,Dis Satisfied
1325,EAST,34,18,Non_Prime,Website UI,Dis Satisfied
1326,SOUTH,63,34,Non_Prime,Packing & Shipping,Dis Satisfied
1327,NORTH,27,94,Non_Prime,Website UI,Satisfied
1328,SOUTH,27,64,Prime,Product Quality,Satisfied
1329,SOUTH,31,25,Prime,Product Quality,Dis Satisfied
1330,SOUTH,67,31,Prime,Product Quality,Dis Satisfied
1331,NORTH,54,24,Prime,Packing & Shipping,Dis Satisfied
1332,NORTH,45,95,Prime,Packing & Shipping,Satisfied
1333,EAST,25,86,Prime,Packing & Shipping,Satisfied
1334,WEST,41,35,Prime,Website UI,Dis Satisfied
1335,NORTH,66,10,Prime,Packing & Shipping,Dis Satisfied
1336,SOUTH,41,53,Prime,Website UI,Satisfied
1337,SOUTH,52,14,Prime,Website UI,Dis Satisfied
1338,WEST,55,23,Prime,Website UI,Dis Satisfied
1339,SOUTH,44,23,Prime,Product Quality,Dis Satisfied
1340,WEST,44,82,Prime,Packing & Shipping,Satisfied
1341,WEST,60,34,Non_Prime,Packing & Shipping,Dis Satisfied
1342,NORTH,33,22,Prime,Packing & Shipping,Dis Satisfied
1343,WEST,43,12,Non_Prime,Packing & Shipping,Dis Satisfied
1344,EAST,33,46,Prime,Packing & Shipping,Satisfied
1345,EAST,35,22,Prime,Website UI,Dis Satisfied
1346,WEST,66,24,Non_Prime,Product Quality,Dis Satisfied
1347,WEST,35,90,Prime,Website UI,Satisfied
1348,NORTH,28,80,Prime,Website UI,Satisfied
1349,NORTH,35,93,Prime,Website UI,Satisfied
1350,SOUTH,30,13,Non_Prime,Website UI,Dis Satisfied
1351,NORTH,31,83,Prime,Packing & Shipping,Satisfied
1352,SOUTH,37,54,Prime,Product Quality,Satisfied
1353,NORTH,47,30,Non_Prime,Product Quality,Dis Satisfied
1354,WEST,30,52,Non_Prime,Website UI,Satisfied
1355,SOUTH,70,12,Non_Prime,Website UI,Dis Satisfied
1356,SOUTH,30,45,Prime,Product Quality,Satisfied
1357,EAST,55,23,Non_Prime,Packing & Shipping,Dis Satisfied
1358,WEST,61,22,Non_Prime,Website UI,Dis Satisfied
1359,NORTH,43,52,Non_Prime,Product Quality,Satisfied
1360,NORTH,18,47,Prime,Product Quality,Satisfied
1361,NORTH,20,42,Prime,Product Quality,Satisfied
1362,NORTH,40,10,Non_Prime,Website UI,Dis Satisfied
1363,NORTH,33,40,Non_Prime,Product Quality,Dis Satisfied
1364,EAST,25,50,Prime,Packing & Shipping,Satisfied
1365,WEST,33,10,Non_Prime,Packing & Shipping,Dis Satisfied
1366,NORTH,54,30,Prime,Packing & Shipping,Dis Satisfied
1367,NORTH,51,16,Non_Prime,Website UI,Dis Satisfied
1368,NORTH,25,92,Prime,Product Quality,Satisfied
1369,SOUTH,63,40,Prime,Product Quality,Dis Satisfied
1370,WEST,69,5,Prime,Packing & Shipping,Dis Satisfied
1371,WEST,44,18,Non_Prime,Product Quality,Dis Satisfied
1372,NORTH,42,14,Prime,Product Quality,Dis Satisfied
1373,WEST,34,32,Prime,Packing & Shipping,Dis Satisfied
1374,WEST,30,35,Non_Prime,Packing & Shipping,Satisfied
1375,WEST,60,18,Prime,Website UI,Dis Satisfied
1376,SOUTH,39,33,Non_Prime,Product Quality,Satisfied
1377,WEST,48,26,Prime,Product Quality,Dis Satisfied
1378,WEST,69,22,Non_Prime,Website UI,Dis Satisfied
1379,EAST,40,34,Prime,Product Quality,Satisfied
1380,EAST,23,75,Non_Prime,Product Quality,Satisfied
1381,EAST,36,40,Non_Prime,Product Quality,Dis Satisfied
1382,NORTH,30,64,Prime,Website UI,Satisfied
1383,WEST,39,33,Prime,Website UI,Dis Satisfied
1384,NORTH,53,20,Non_Prime,Packing & Shipping,Dis Satisfied
1385,NORTH,41,29,Non_Prime,Packing & Shipping,Dis Satisfied
1386,WEST,35,26,Non_Prime,Packing & Shipping,Dis Satisfied
1387,WEST,56,40,Non_Prime,Packing & Shipping,Dis Satisfied
1388,NORTH,29,44,Non_Prime,Product Quality,Satisfied
1389,SOUTH,54,40,Non_Prime,Website UI,Dis Satisfied
1390,WEST,36,33,Non_Prime,Packing & Shipping,Dis Satisfied
1391,SOUTH,31,68,Non_Prime,Packing & Shipping,Satisfied
1392,WEST,40,37,Prime,Website UI,Dis Satisfied
1393,WEST,42,86,Non_Prime,Website UI,Satisfied
1394,SOUTH,48,33,Non_Prime,Packing & Shipping,Dis Satisfied
1395,EAST,52,37,Prime,Website UI,Dis Satisfied
1396,NORTH,36,38,Prime,Packing & Shipping,Dis Satisfied
1397,SOUTH,66,22,Non_Prime,Product Quality,Dis Satisfied
1398,EAST,46,33,Non_Prime,Website UI,Dis Satisfied
1399,SOUTH,35,14,Prime,Product Quality,Dis Satisfied
1400,SOUTH,28,75,Prime,Packing & Shipping,Satisfied
1401,EAST,26,53,Non_Prime,Website UI,Satisfied
1402,WEST,19,98,Prime,Product Quality,Satisfied
1403,WEST,43,25,Prime,Product Quality,Dis Satisfied
1404,WEST,69,29,Non_Prime,Product Quality,Dis Satisfied
1405,SOUTH,48,19,Non_Prime,Website UI,Dis Satisfied
1406,NORTH,69,28,Non_Prime,Product Quality,Dis Satisfied
1407,SOUTH,52,35,Prime,Product Quality,Dis Satisfied
1408,SOUTH,20,89,Non_Prime,Product Quality,Satisfied
